alph1,alph2,alph3,bp,bf,gamma1,valor_opt,alph1_0,alph2_0,alph3_0,bp_0,bf_0,gamma1_0,Metodo,AIC,Indice Verosimilitud,alph1_SE,alph2_SE,alph3_SE,bp_SE,bf_SE,gamma1_SE,ee_lambda1,nest1,nest2,nest3,nest4,nest_est,lambda1,lambda2
1.3816686538767387,0.8394215960835623,-1.6585027450299747,-26.581116140129467,0.3744687426584108,0.5900859872969636,-2653.7645999847346,0.0,0.0,0.0,0.0,0.0,0.0,trust-constr,5319.529199969469,0.23595852124430516,0.0720507959107805,0.07529829920287999,0.4338450546424292,3.883577082414417,0.0998429893746901,0.4391989808975726,0.10077015571641929,1,1,1,2,"(3,1)",0.6433848749299195,1
1.387751975646264,0.6435043010957445,-3.086115039031745,-37.05788787045623,0.48741313688569887,13.963821384754779,-2658.55670630152,0.0,0.0,0.0,0.0,0.0,0.0,trust-constr,5329.11341260304,0.2887929150761078,0.08805019801916154,0.054480814846837804,0.14491099450230804,2.399480077458431,0.11992119054167973,337.1710064113223,0.00029069589545866446,1,1,2,1,"(3,1)",0.9999991378376534,1
1.340860345034793,0.5918957016673222,-2.9485862817910884,-36.00387625871796,0.48401240880937807,2.83719010140832,-2658.4564238415987,0.0,0.0,0.0,0.0,0.0,0.0,trust-constr,5328.9128476831975,0.17987303037505564,0.13448450751150381,0.12415107376898493,0.3308307911583849,3.330045884136852,0.11672553228827583,2.2934768144390585,0.11991202018694415,1,2,1,1,"(3,1)",0.9446527330522821,1
1.3877527138582886,0.6435045598315906,-3.0861137245409003,-37.05792541678945,0.48741356585350504,14.284671825484484,-2658.5567082656494,0.0,0.0,0.0,0.0,0.0,0.0,trust-constr,5329.113416531299,0.19937898517748776,0.08804982999623512,0.054480633385162146,0.1449116151312052,2.39946213847798,0.11992115872522381,304.84785970545283,0.00019069023647431984,2,1,1,1,"(3,1)",0.9999993744736934,1
1.3816679672087957,0.8394227456648353,-1.6584933447933337,-26.58102843392525,0.3744679914549798,0.5900766991376664,-2653.764599984856,1.38,0.83,-1.65,-26.58,0.37,0.59,trust-constr,5319.529199969712,0.2359585212442702,0.07205068395441136,0.07529822320394901,0.4338443355129853,3.8835715948762157,0.09984283135788954,0.43919698183418254,0.1007699654545719,1,1,1,2,"(3,1)",0.6433827438445894,1
1.3877515738365271,0.6435040535613201,-3.0861157860879787,-37.05787871861162,0.48741224509893477,13.501705869014604,-2658.556711468759,1.38,0.83,-1.65,-26.58,0.37,0.59,trust-constr,5329.113422937518,0.28879291369378746,0.08805064523481,0.054480972840211396,0.14491101195591968,2.3994914984686218,0.11992120778927545,267.60857971792825,0.000366254095006186,1,1,2,1,"(3,1)",0.9999986313794698,1
1.3408517977909342,0.5918878993235384,-2.9485641553490325,-36.00366602162741,0.48401263039080067,2.837033028372941,-2658.456423843196,1.38,0.83,-1.65,-26.58,0.37,0.59,trust-constr,5328.912847686392,0.17987303037456304,0.1344800615683766,0.12414527912682445,0.3308152672383365,3.3299565739905046,0.11672498099138486,2.2930250172807853,0.11990514618319624,1,2,1,1,"(3,1)",0.9446445200804255,1
1.3877537377304925,0.6435050197088688,-3.0861154119174437,-37.057936486917704,0.4874137359577382,27.889802250186484,-2658.5566975051443,1.38,0.83,-1.65,-26.58,0.37,0.59,trust-constr,5329.1133950102885,0.1993789884180004,0.0880494664837814,0.054480547915791364,0.14491102377691598,2.3994616953289527,0.11992118086276969,238625.9984527117,1.842173539582972e-07,2,1,1,1,"(3,1)",0.9999999999992281,1
1.3816607396655787,0.8393626654394246,-1.6588483242544751,-26.58326881205935,0.3744493980070886,0.5903232761869864,-2653.7646010516305,0.0,0.0,0.0,0.0,0.0,0.0,L-BFGS-B,5319.529202103261,0.23595852093713665,0.0720529881989194,0.07529155081689737,0.43380237442730735,3.8830357934271595,0.09983968354779041,0.43915909161431865,0.10075414590814752,1,1,1,2,"(3,1)",0.6434393168248052,1
1.3876502844294403,0.6434428390693069,-3.0861761680149686,-37.055447292958476,0.48734950140780103,9.19681537959901,-2658.557731757267,0.0,0.0,0.0,0.0,0.0,0.0,L-BFGS-B,5329.115463514534,0.2887926407500455,0.08813814604679605,0.054512178977577305,0.144910478801585,2.401719656657562,0.11992359912433632,31.08622009394536,0.0031503130330811924,1,1,2,1,"(3,1)",0.9998986485862674,1
1.3408723524407986,0.5919047766664984,-2.9486255600382476,-36.003895004183214,0.484075193091412,2.83742135478337,-2658.456424022215,0.0,0.0,0.0,0.0,0.0,0.0,L-BFGS-B,5328.91284804443,0.1798730303193361,0.1344817583659662,0.12414822745368441,0.33082232518752697,3.329935645719849,0.11672667181541457,2.293864370071483,0.11990762066531897,1,2,1,1,"(3,1)",0.9446648226482881,1
1.3874794059979163,0.6433117293525538,-3.085544353411188,-37.060989025632246,0.48723844241285225,7.973995511612747,-2658.5626270980865,0.0,0.0,0.0,0.0,0.0,0.0,L-BFGS-B,5329.125254196173,0.19937720272853054,0.08825654711029422,0.054527988704968826,0.1452457598745502,2.399991277978778,0.11991322145060788,12.976870936236976,0.0044648691083466205,2,1,1,1,"(3,1)",0.9996558179250373,1
1.381644892434002,0.8394404609551345,-1.6583127200622074,-26.579238206988112,0.3744620326642121,0.5898926286451494,-2653.7646001156218,1.38,0.83,-1.65,-26.58,0.37,0.59,L-BFGS-B,5319.5292002312435,0.23595852120662153,0.07204809696904134,0.07529550361674377,0.4338206884264262,3.8833786954233105,0.09984012421666615,0.43914749951377424,0.10076393006913334,1,1,1,2,"(3,1)",0.6433405093405988,1
1.3878527044989901,0.6435138308833449,-3.086223706386874,-37.05861621706399,0.4872236116206816,12.882590387170247,-2658.5567264502824,1.38,0.83,-1.65,-26.58,0.37,0.59,L-BFGS-B,5329.113452900565,0.2887929096859867,0.08805325784048541,0.05448183302684016,0.1449173274576637,2.399564108361357,0.11992276092846346,196.49396351071826,0.0004994696311532489,1,1,2,1,"(3,1)",0.9999974580852672,1
1.3406374957341913,0.5917602715992452,-2.94831413311466,-35.99815699692317,0.4840842672032168,2.8357240802243875,-2658.45642623042,1.38,0.83,-1.65,-26.58,0.37,0.59,L-BFGS-B,5328.91285246084,0.17987302963811036,0.13471173013971066,0.12445056611220749,0.33165285754934737,3.3348256815811412,0.11672181246640786,2.29737684246876,0.1202726176718116,1,2,1,1,"(3,1)",0.9445760336941178,1
1.3877540843292036,0.6435088012499749,-3.0861197502392423,-37.05810318218443,0.4873921834410261,12.619651447069964,-2658.556754412224,1.38,0.83,-1.65,-26.58,0.37,0.59,L-BFGS-B,5329.113508824448,0.19937897128050464,0.08805158904999079,0.05448099485821632,0.1449147055995141,2.399470807343779,0.11992128457239386,132.59067981617363,0.00043839454186461735,2,1,1,1,"(3,1)",0.9999966936138198,1
1.3816678862703506,0.8394222820344355,-1.6584970023223007,-26.581054068865306,0.37446726445278944,0.5900796137178583,-2653.7645999848874,1.38,0.83,-1.65,-26.58,0.37,0.59,Nelder-Mead,5319.529199969775,0.2359585212442611,0.07205070611610512,0.07529819039373892,0.4338443818342733,3.8835700496081675,0.09984277217679058,0.4391972306353259,0.1007699383160039,1,1,1,2,"(3,1)",0.6433834125696367,1
1.387753662693786,0.6435050003447413,-3.086115378735547,-37.05793407606083,0.48741382398713,28.84429680437289,-2658.5566975051333,1.38,0.83,-1.65,-26.58,0.37,0.59,Nelder-Mead,5329.113395010267,0.28879291742928404,0.08804946440973054,0.05448054774783558,0.1449110237501094,2.399461622753187,0.11992117971719192,516234.41220028134,1.5343626377445424e-07,1,1,2,1,"(3,1)",0.9999999999997028,1
1.340857140382977,0.5918947343787871,-2.948581833281362,-36.00380221531044,0.48400950523192326,2.8371693745677717,-2658.4564238422104,1.38,0.83,-1.65,-26.58,0.37,0.59,Nelder-Mead,5328.912847684421,0.17987303037486702,0.1344849700040079,0.12415186844228723,0.3308330836222398,3.3300571923448334,0.11672543228120871,2.293454674790479,0.11991307291249605,1,2,1,1,"(3,1)",0.9446516493612621,1
1.387753475474803,0.6435049545879634,-3.0861154814336924,-37.057931731895565,0.4874138351093241,28.36610900006732,-2658.556697505141,1.38,0.83,-1.65,-26.58,0.37,0.59,Nelder-Mead,5329.113395010282,0.19937898841800128,0.07594515785302527,0.05017289044548715,0.12330664569253966,2.3857670565636404,0.11925288364888448,,,2,1,1,1,"(3,1)",0.9999999999995205,1
1.3861046116776474,0.859023712123013,-1.5784383781928595,-25.929522290925433,0.37017267913608676,0.5256735291107211,-2653.8059005003997,0.0,0.0,0.0,0.0,0.0,0.0,Powell,5319.6118010007995,0.23594663047333686,0.07136709874864812,0.07590551499344553,0.4399781271682183,3.932091640346745,0.09943463695940215,0.4385017953780083,0.10238778736805622,1,1,1,2,"(3,1)",0.6284734672877493,1
0.7482603253839575,0.3381452181792462,-3.2788129532557937,-20.233209890832764,0.23430150903755662,0.1637996704581596,-2665.568694834533,0.0,0.0,0.0,0.0,0.0,0.0,Powell,5343.137389669066,0.2869170942924987,0.29891245379568526,0.13632454716212533,0.1535572218705557,8.1790226286928,0.13670203508025996,0.8838368517166814,0.21948371311247614,1,1,2,1,"(3,1)",0.540858604279535,1
1.3230115263328817,0.577417609150163,-2.9323459205141447,-35.21841983713645,0.4935452585637362,2.712551770613088,-2658.5474791719585,0.0,0.0,0.0,0.0,0.0,0.0,Powell,5329.094958343917,0.17984494003981966,0.1512602031730978,0.14584146415346433,0.3914433583862533,3.6201502277246695,0.11644867163597983,2.4748408085360145,0.14443997894765734,1,2,1,1,"(3,1)",0.9377632449497374,1
1.3600912781568992,0.634247919808874,-3.0589183181784394,-36.68193760607124,0.49402762988364785,3.682484097618656,-2659.067796083508,0.0,0.0,0.0,0.0,0.0,0.0,Powell,5330.135592167016,0.19922507172282078,0.09591252273756701,0.056025592690705166,0.15935828830717105,2.406451918193214,0.1190687191587178,1.1949731598327251,0.02860829575394503,2,1,1,1,"(3,1)",0.9754571125132376,1
1.3749880174479234,0.8351356272512572,-1.662817589743799,-26.518315725655118,0.3755829778494888,0.594030954561164,-2653.769464341831,1.38,0.83,-1.65,-26.58,0.37,0.59,Powell,5319.538928683662,0.2359571207543788,0.07182838071900724,0.0754791787925582,0.435006543319416,3.874207267287179,0.10002218519283652,0.44192830770115576,0.10128136848628835,1,1,1,2,"(3,1)",0.644289498414542,1
1.2392998632083665,0.5728014714878433,-3.1240585950706063,-33.41672059014698,0.44290173358735874,2.249423417218508,-2659.6756195722146,1.38,0.83,-1.65,-26.58,0.37,0.59,Powell,5331.351239144429,0.2884935876088218,0.1546432965301283,0.08062434773450597,0.14486849056300552,4.185072873824703,0.12496306690726627,1.1965466092408357,0.10325982077568574,1,1,2,1,"(3,1)",0.9046007886501664,1
1.1432215582060279,0.4072347403020477,-2.47697955078034,-31.402920679798513,0.4681865752224251,1.2210730564012027,-2659.879898866048,1.38,0.83,-1.65,-26.58,0.37,0.59,Powell,5331.759797732096,0.17943389199096615,0.11546597757847124,0.09853557122675806,0.26610204466118825,3.0460667936886248,0.1049568282379882,0.514934555669335,0.09056600353304695,1,2,1,1,"(3,1)",0.7722523322901559,1
1.3673711062671927,0.6310628593016819,-3.038138429922176,-37.03528513206149,0.4750835831355772,3.4817631054562503,-2659.145475663699,1.38,0.83,-1.65,-26.58,0.37,0.59,Powell,5330.290951327398,0.19920167861477445,0.09843666256418825,0.056518484693787584,0.1616192387030307,2.4236059140201336,0.11896785578488124,1.112515834964643,0.03220226076216208,2,1,1,1,"(3,1)",0.9701643963865614,1
0.7054669282125924,0.8517394223618332,-0.9172924848389866,-0.01587374198900533,0.23736256121767046,0.5728421061125086,-2833.8899099265122,0.0,0.0,0.0,0.0,0.0,0.0,TNC,5679.7798198530245,0.18409890710594656,,0.043714935165583745,,0.3081438423828177,0.08324394950270973,,,1,1,1,2,"(3,1)",0.6394187173282114,1
0.3100161302920393,0.44673000005808094,-2.4483877057911703,-0.11871387243857999,0.6200432769490853,1.2537974744596416,-2823.201811740196,0.0,0.0,0.0,0.0,0.0,0.0,TNC,5658.403623480392,0.2447476760904298,0.053728443700990884,0.034146079118714076,0.0837062078849921,,0.06739424675330627,,,1,1,2,1,"(3,1)",0.7779565298951308,1
1.131296784973807,0.40558658810998927,-2.3315632414152763,-32.43624944815119,0.5687383847948175,0.8560548042022179,-2664.168361002933,0.0,0.0,0.0,0.0,0.0,0.0,TNC,5340.336722005866,0.17811091245098454,0.09774817112857427,0.0742389552258561,0.193471212246753,2.7800078471651815,0.10221250005656637,0.2834608173778148,0.059317673243752436,1,2,1,1,"(3,1)",0.7018357313908926,1
-0.07419598849879269,0.30233972212340193,-1.1090222494955493,-1.255037232130436,0.5637783310347559,0.08270054466049882,-2809.1590737266993,0.0,0.0,0.0,0.0,0.0,0.0,TNC,5630.3181474533985,0.1540252719032067,,,,,,,,2,1,1,1,"(3,1)",0.520663360459363,1
1.3813599193637998,0.8397296679889262,-1.6554298830560576,-26.551355048018518,0.3742010741730946,0.5870418888851932,-2653.7646303600977,1.38,0.83,-1.65,-26.58,0.37,0.59,TNC,5319.529260720195,0.2359585124989788,0.0720117340530197,0.07527836783894441,0.43363061224273436,3.8817873641909917,0.09979011567161586,0.43858296211604586,0.10071648450573516,1,1,1,2,"(3,1)",0.6426861301762025,1
0.9645281069103566,0.45678663056529767,-3.113714233600982,-25.09785255884554,0.40221208451116947,0.9132440909062794,-2663.1815757677873,1.38,0.83,-1.65,-26.58,0.37,0.59,TNC,5338.363151535575,0.2875556874016102,0.25718851170919943,0.1306392534705151,0.16338238808631936,6.493950541058506,0.17303167393267196,0.9604465246871675,0.19626522028472076,1,1,2,1,"(3,1)",0.7136635451199738,1
1.102019230025161,0.37987220962280493,-2.2234108492985687,-29.717455179213975,0.5036883446302103,0.8576301728974984,-2661.7646542688094,1.38,0.83,-1.65,-26.58,0.37,0.59,TNC,5335.529308537619,0.1788524497965075,0.10966192661808029,0.08940100799565776,0.21580737956321544,2.8343626609975114,0.10097473658188309,0.35563725769919147,0.07437413333047285,1,2,1,1,"(3,1)",0.7021652918694606,1
0.9092451373281275,0.4445399644663101,-2.3799074090171066,-30.67520038061004,0.49851469895905764,0.9505416159300142,-2668.5869792941426,1.38,0.83,-1.65,-26.58,0.37,0.59,TNC,5349.173958588285,0.19635838165046504,0.11763294631744538,0.05088797847020045,0.18987719512425236,2.353162799488113,0.10780628871838437,0.2949288933114503,0.05929837460701323,2,1,1,1,"(3,1)",0.7212240883158835,1
